string,sectionName,label,citingPaperId,citedPaperId,excerpt_index,isKeyCitation,label2,citeEnd,citeStart,source,label_confidence,label2_confidence,id
"It was also known that brain insults such as cerebral ischemia, causing neuronal death, are accompanied by increased neurogenesis in the SGZ and SVZ [36, 37].",4. Discussion,1,deb06bd8172eb3ce5493da41df4a2b7fca429c0e,01ba5b04c8d04a84201a03cb72f0fd59f7d05f2f,1,True,3,157,149,4,1.0,0.0,deb06bd8172eb3ce5493da41df4a2b7fca429c0e>01ba5b04c8d04a84201a03cb72f0fd59f7d05f2f
"The participants were of low socioeconomic status as rated by the Hollingshead Index (M = 69.51, S.D. = 2.52; Hollingshead and Redlich, 1958).",Method,0,1d5abde9405a572fb63568c6a5c088edded303ad,f790fafc34351219beea124279edf0eb9cba522c,2,True,3,140,110,4,0.0,0.0,1d5abde9405a572fb63568c6a5c088edded303ad>f790fafc34351219beea124279edf0eb9cba522c
"The results for adolescent patients with anorexia corroborate in part those obtained by Nilsson et al. (1999), that is, a higher prevalence of cluster C than cluster A or B PDs.",Discussion,2,9c1a76c77204b4239e9ca045c3e15c66cee74de4,b1f175c7d5a43daed7fbd0cf6cd5757055527d21,0,False,1,109,88,4,0.0,0.0,9c1a76c77204b4239e9ca045c3e15c66cee74de4>b1f175c7d5a43daed7fbd0cf6cd5757055527d21
"We tested following distribution strategies of FF heuristic estimation:
• hFFα using only locally built RPGs (including projections of public actions) and local estimation of FastForward heuristic, as proposed in (Nissim and Brafman 2012).",Experiments,0,4a42ed4fe7192b2d29a0abadf1acc589ee6e6f7d,aa044fb5c94a0ea1bdb481c20e696cbeae279f4a,1,True,3,104,101,2,0.0,0.0,4a42ed4fe7192b2d29a0abadf1acc589ee6e6f7d>aa044fb5c94a0ea1bdb481c20e696cbeae279f4a
…DCN following acoustic trauma is expected from the previously reported trauma-induced loss of glycinergic receptors and associated molecules in DCN (Asako et al. 2005; Wang et al. 2009; Whiting et al. 2009) and from the weakening of glycinergic post-synaptic potentials in VCN (Xie and Manis 2013).,DISCUSSION,1,1695be1beb54bd821bdc511c4e3f1b83cbd59159,feb0883f43151c871fe73e8c2b84ab3efa6499ce,1,True,3,297,279,4,1.0,0.0,1695be1beb54bd821bdc511c4e3f1b83cbd59159>feb0883f43151c871fe73e8c2b84ab3efa6499ce
As we will see the issues of vagueness and uncertainty are treated by the introduction of fuzzy logics [8] and modal logics [19] into terminological reasoning.,1 Introduction,0,ee21a7e9c6bf6ee6c9f3aec34c39e672829641d3,190a89e267a3b899b8e46a35c831eab0de44b6c9,0,False,3,106,103,4,0.6129,0.0,ee21a7e9c6bf6ee6c9f3aec34c39e672829641d3>190a89e267a3b899b8e46a35c831eab0de44b6c9
"Intradural extramedullary metastatic lesions associated with primary tumors originating outside the neuroaxis are uncommon, occurring in 5% of all spinal metastasis [3].",3. Discussion,1,365727bf4eebb774f1f0e86f420c8b6ee8caeb77,6df9cfbb8925634a398a798179aacbf70c566f1b,1,True,3,168,165,4,1.0,0.0,365727bf4eebb774f1f0e86f420c8b6ee8caeb77>6df9cfbb8925634a398a798179aacbf70c566f1b
"Although the density of staining in the cerebellar molecular layer appears similar for all 3 ligands, the number of binding sites for 3H-forskolin is approximately IO-fold lower than for either 3H-IP, or )H-PDBu, which are comparable (Worley et al., 1986b, 1987a).",in Rat Brain Figure 1,1,4b06a64aa5c7cbdd411e55c1d9c5f24e979a7268,a3083f8d0f51221d2e191ea515535025698e09e0,7,False,3,262,235,4,0.7635,0.0,4b06a64aa5c7cbdd411e55c1d9c5f24e979a7268>a3083f8d0f51221d2e191ea515535025698e09e0
"…S. patens or absence S. virginica of arenchymatous tissue Anderson 1974 , and the impact of edaphic variables seems to be greater, resulting in very similar types of culturable diazotrophs associated with plant species that are themselves very different Bagwell et al. 2001; Bergholz et al. 2001 .",Results and Discussion,1,546d35d3588646cb18f9f388052adb575da9fe04,1940a8c5bcf0f8ef3e3cbefdaf6473406982a0d6,5,False,3,274,255,4,0.6068,0.0,546d35d3588646cb18f9f388052adb575da9fe04>1940a8c5bcf0f8ef3e3cbefdaf6473406982a0d6
"[37,56,57] Finally, we calculated the total hemoglobin concentration and hemoglobin saturation in each layer using:",Methods,0,82fe79e6afcbd138440ff430f3d421ca57cd1c75,700a5a6629197ed7d4ed6f72d37c3a185303b1e7,1,False,3,10,0,4,1.0,0.0,82fe79e6afcbd138440ff430f3d421ca57cd1c75>700a5a6629197ed7d4ed6f72d37c3a185303b1e7
"All aspects of the trial, including the analyses in the present study, were approved by the National Health Service Research Ethics Committee (UK Integrated Research Application System; reference 09/H0802/5) and all participants, including women aged 16 and 17 using Fraser guidelines, provided informed written consent [11].",Methods,0,a28270dc530162243ec04b03b79d7af862e6c7b7,65c59f68c0e41d3f91f9fc0c98270de414b9e792,0,False,3,324,320,4,0.0,0.0,a28270dc530162243ec04b03b79d7af862e6c7b7>65c59f68c0e41d3f91f9fc0c98270de414b9e792
"Further, holistic thinking is more dialectical and better able to accommodate coexisting opposites (variety effect and overload effect in our case) (Nisbett et al., 2001).",Role of Holistic Thinking,1,afddc4f41f27e3efeedf1c71442b9a181ec95fa8,37e4180aaf2e4762cbdc9dd04e714643d86c219f,1,True,3,169,149,4,1.0,0.0,afddc4f41f27e3efeedf1c71442b9a181ec95fa8>37e4180aaf2e4762cbdc9dd04e714643d86c219f
"The pH lowering phenomenon also affects protein solubility and results in apparent differential abundance of specific proteins, especially of GAPDH [10].",3.2.2. Metabolic enzymes: higher abundance of glycolytic enzymes was related to meat tenderness,1,b6c83898d88378ce0fddedba00f72ded67e946f4,0bf7cde487dad25a8008a0c8629e5ca371df3c3c,15,True,3,152,148,4,1.0,0.0,b6c83898d88378ce0fddedba00f72ded67e946f4>0bf7cde487dad25a8008a0c8629e5ca371df3c3c
"In mammals, the evidence indicates OHC somatic motility is a key contributor [20–24], and this is the motor we focus on here.",Introduction,1,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59,37e7ba41fa4f19d0d75e054276dafd86f2e90d28,1,True,3,84,77,4,1.0,0.0,06d0ae65c26cd0770f46b81a8d8f8daae7f04d59>37e7ba41fa4f19d0d75e054276dafd86f2e90d28
The present experiment used the same detection task as Lie and Alsop (2009) to investigate the relation between relative punisher frequency and stimulus disparity.,,0,0e6ddb7d089493b2deba4ce844d50b54e2b023d4,66cb6767c5ae25fa1177b12774cd506b8e9699ad,0,False,3,75,55,4,1.0,0.0,0e6ddb7d089493b2deba4ce844d50b54e2b023d4>66cb6767c5ae25fa1177b12774cd506b8e9699ad
"Recently, however, this idea has been contested by reports indicating that endocytosis is necessary for the proper activation of
the Toll pathway (Huang et al., 2010; Lund et al., 2010).",DISCUSSION,1,9cec8431e29902fe0e4c527a74f0d02086876357,b61e5c6c7361fcb41baf9bc09979d696789e6e1f,0,False,3,165,147,4,1.0,0.0,9cec8431e29902fe0e4c527a74f0d02086876357>b61e5c6c7361fcb41baf9bc09979d696789e6e1f
"Images were captured with the Attovision software using the epifluorescence microscope Pathway (Becton Dickinson) and measured the signals using ImageJ (open source from National Cancer Institute, NIH) with custom-made macros [48].",Methods,0,9567124134699198b5cbc196a02bc4e558d627af,012bed925383ad957715b43487d677ee0e2ded3e,0,False,3,230,226,4,0.0,0.0,9567124134699198b5cbc196a02bc4e558d627af>012bed925383ad957715b43487d677ee0e2ded3e
"The prognosis of FVPTC in our study was excellent, similar to the
results of previous studies (Chan 2002; Yu et al. 2013), and FVPTC is known to have less frequent locoregional recurrence than conventional PTC (Burningham et al. 2005; Lang et al. 2006; Nechifor-Boila et al. 2013), although there…",DISCUSSION,2,70b1e174c0d26a6262355e3891c2655559f79122,45e3f5396f892f5672b29c98df9b175d1eb7eda8,2,True,3,120,106,4,1.0,0.0,70b1e174c0d26a6262355e3891c2655559f79122>45e3f5396f892f5672b29c98df9b175d1eb7eda8
"This data collection method may have rendered the results severely flawed and not comparable (Smith, 2008).",DISCUSSION,0,6493934a442c320ac972c0414b9b07fce6a82c80,46b4c0e5c2a66b9929eeb4c30366f0bdb23a4107,0,False,3,105,94,4,1.0,0.0,6493934a442c320ac972c0414b9b07fce6a82c80>46b4c0e5c2a66b9929eeb4c30366f0bdb23a4107
"Recently, several groups have reported the conversion of hPSCs from a primed to a naive state (Hanna et al., 2010; Gafni et al., 2013; Chan et al., 2013; Takashima et al., 2014; Theunissen et al., 2014; Valamehr et al., 2014; Wang et al., 2014; Ware et al., 2014; Chen et al., 2015; Duggal et al., 2015; Hayashi et al., 2015; Qin et al., 2016).",INTRODUCTION,1,800ec2373cfc2706baa123c57aeb06c4f8d2279c,46d8cc36dbf30b274aa7edbd36ed319556ea8047,1,True,3,343,94,4,1.0,0.0,800ec2373cfc2706baa123c57aeb06c4f8d2279c>46d8cc36dbf30b274aa7edbd36ed319556ea8047
"In our study, we found that mRNA and protein expressions of ER stress markers (p-eIF2α, ATF4, CHOP, p-IRE1, and sXBP1) [13–15] in",4. Discussion,1,85211f8a3f76eb3538fc74c096f3dee38b21da8c,7322791117d359c63adce5d011a55a24fbb0fd82,2,True,3,126,119,4,0.7718,0.0,85211f8a3f76eb3538fc74c096f3dee38b21da8c>7322791117d359c63adce5d011a55a24fbb0fd82
"Adult patients with ADHD more often exhibit lower academic and professional achievement, fewer close friendships, increased traffic violations and accidents, increased absenteeism, higher frequencies of divorce, and greater job loss through early termination or resignation than do their counterparts without ADHD (Barkley, Fischer, Smallish, & Fletcher, 2006; Barkley, Guevremont, Anastopoulos, DuPaul, & Shelton, 1993; Biederman, Faraone, et al., 2006; Biederman et al., 2008; Kessler et al., 2006; Secnik, Swensen, & Lage, 2005; Sobanski, 2006).",,1,36e5e8349bdafc74f783064f7b2b5cb6d637c183,6c2784fbac30220454d1423bf1e00e1a75c1bb30,1,True,3,547,314,4,1.0,0.0,36e5e8349bdafc74f783064f7b2b5cb6d637c183>6c2784fbac30220454d1423bf1e00e1a75c1bb30
"Furthermore, D. guianense is considered a top food species in the diets of spider and howler monkeys (representing[80 % of their feeding time; González-Zamora et al. 2009; González-Di Pierro et al. 2011).",Methods,1,c27cc67ae0aee43ed836b2b57ec01951080a0477,05da2670bf0f45dfcffc85e8422908e9e055e5af,1,False,3,170,143,4,1.0,0.0,c27cc67ae0aee43ed836b2b57ec01951080a0477>05da2670bf0f45dfcffc85e8422908e9e055e5af
"Thereafter, two groups reported the purification and characterization of 2,6-dihydroxybenzoate decarboxylases of Rhizobium radiobacter (formerly named as A. tumefaciens) WU-0108 (Ishii et al. 2004) and Rhizobium sp. strain MTP-10005 (Yoshida et al. 2004b) independently.",Introduction,1,19d3a5f60b9e670448af8e03a532fcf0d5ba7c86,795dea03985914118aff6306635fc53c3792b758,5,False,3,254,234,4,0.7571,0.0,19d3a5f60b9e670448af8e03a532fcf0d5ba7c86>795dea03985914118aff6306635fc53c3792b758
"Another mass transfer technique for film cooled endwalls was applied by Friedrichs et al. (1996) using the Ammonia-Diazo method for discrete hole film cooling. Jabbari et al. (1996) among others used the naphthalene sublimation technique for such an application. Using the latter method, the local mass transfer distribution can also be determined and related to the heat transfer by the analogy between mass and heat transfer (e.g. Han and Goldstein (2008)) and applied for discrete hole film cooling as well.",2.1 Measurement Techniques for Platforms,0,61f9f05201f0179a84559fa18e88822ab2ab571e,ff120975b0701bf4fd63856a9d52ebec8491674f,1,True,3,458,72,4,0.7461,0.0,61f9f05201f0179a84559fa18e88822ab2ab571e>ff120975b0701bf4fd63856a9d52ebec8491674f
"…could be found after a thorough search of all the anemones in the study population, indicating that short distance migration did not occur (Buston 2003a); and (3) no migrants came into the study population from anemones outside of the study population, indicating that long distance…",Methods,1,ec895429daeec3e37d531a6dbbc0d9b83947d19b,e69c9d7bf9bb5f5c6e6fffb27630bbe831a7b833,14,False,3,153,141,4,0.7417,0.0,ec895429daeec3e37d531a6dbbc0d9b83947d19b>e69c9d7bf9bb5f5c6e6fffb27630bbe831a7b833
", 2013) embryo and is required for their proper emergence (Chen et al., 2009; North et al., 1999) during EHT (Chen et al.",INTRODUCTION,1,97624f3ef1ad9a3551094969205e1c5a4c397c1c,295cd438c7643cf2614c159dfb6c3427cf768732,7,True,3,97,58,4,1.0,0.0,97624f3ef1ad9a3551094969205e1c5a4c397c1c>295cd438c7643cf2614c159dfb6c3427cf768732
"For the Pascal VOC Part dataset [3], we selected the head, neck, and torso of each category as the landmarks.",5.2.2 Evaluation metric: location stability,0,33e6eeec4cd55d49a355d41f585e736e616105ed,09e15bb266da86d0a9525d2a94ac0b38f0b53b88,6,True,3,35,32,4,0.7488,0.0,33e6eeec4cd55d49a355d41f585e736e616105ed>09e15bb266da86d0a9525d2a94ac0b38f0b53b88
"A particularly useful tool in demonstrating the carrier mediation of this phenomenon was the use of previously injected urea analogs ([14C]-acetamide, [14C]-thiourea), which were “pulsed” simultaneously to urea at different rates (Wood et al. 1998; McDonald et al. 2000).",Introduction,0,021e4de927f22bad05138f7f4b4036825b123291,8c4909c3454d6e096b6270754850390e5399cc00,2,True,3,267,247,4,1.0,0.0,021e4de927f22bad05138f7f4b4036825b123291>8c4909c3454d6e096b6270754850390e5399cc00
", 1998), intelligent tutoring systems (Conati, Gertner, and VanLehn, 2002), and dialogue systems (Blaylock and Allen, 2003).",1. Introduction,1,731f4b9498ec9276c76f8bf1e3c32a50eb9394ab,a4cf4bb41fb0b6fa978fd1456e86308218c8e882,4,True,3,123,97,4,0.7431,0.0,731f4b9498ec9276c76f8bf1e3c32a50eb9394ab>a4cf4bb41fb0b6fa978fd1456e86308218c8e882
"In brief, a stratified sample of 40,523 addresses was selected from the smalluser postcode address file for Britain, by use of a multistage probability cluster design, with oversampling in greater London [11].",METHODS,0,d5be0ee66c527b78a82e87b0a1ad23459f717fc5,fa0627b09f5646b56da0ef8abef6ff0a421c2f4d,7,True,3,115,108,0,0.0,0.0,d5be0ee66c527b78a82e87b0a1ad23459f717fc5>fa0627b09f5646b56da0ef8abef6ff0a421c2f4d
"The lack of context switch effect found in group Partial-Both is also consistent with the idea that partial reinforcement leads contexts to become predictors of the outcome (see also Murphy et al., 2001).","University of Jaén, Spain",2,90cec9f03970eda84cd1779f64780eddaebcb5c3,04affe89f2bc15dac4d8fb6438a7875b635759bc,1,False,0,202,183,4,0.6033,0.4073,90cec9f03970eda84cd1779f64780eddaebcb5c3>04affe89f2bc15dac4d8fb6438a7875b635759bc
"5 mm wide, 2 mm long) on the medial side of a callosally connected rostrocaudal band (Wang et al., 2007).",Materials and Methods,1,525cbda50f3ab2562c5511ca99809f63c4a90427,1cc12b81b698077afd7686db5a994fbc079fc3ed,0,False,3,104,85,4,1.0,0.0,525cbda50f3ab2562c5511ca99809f63c4a90427>1cc12b81b698077afd7686db5a994fbc079fc3ed
"In contrast, the results were consistent with previous studies, which indicate that radial-growth response of trees to climate varied significantly with tree age (Szeicz and MacDonald 1994; Yu et al. 2008).",Discussion,2,11838a6dcc528b9e0b034db049f9671109ef07c2,1eb55917cbc85f9bda77698b6ff6d957cd6a743e,0,False,0,204,190,4,0.0,0.0,11838a6dcc528b9e0b034db049f9671109ef07c2>1eb55917cbc85f9bda77698b6ff6d957cd6a743e
"As shown in previous studies in BMDMs or RAW macrophages (10, 11, 17), wild-type TLR9 trafficked through the Golgi compartment, whereas full-length, Endo H–resistant TLR9-GFP was barely detectable (Fig.",Results,2,05afd3e0fe8bcaabc5e4279a79ee72666344ad30,39b4d27e49570feb53d7946cbd73371999a364ad,3,True,0,69,57,4,0.7578,0.7578,05afd3e0fe8bcaabc5e4279a79ee72666344ad30>39b4d27e49570feb53d7946cbd73371999a364ad
"As described by Safran et al. (2005), these two latter basins differ geomorphologically from those of the central section because they have incised into the Altiplano and therefore skew the morphometric data (Zeilinger and Schlunegger 2007).",Introduction,1,636476286d6a98b5f782732d169bf431fec94b7f,2fe7a659d8ce9e6f024cebdf27511c8355c6ec10,1,True,3,36,16,4,1.0,0.0,636476286d6a98b5f782732d169bf431fec94b7f>2fe7a659d8ce9e6f024cebdf27511c8355c6ec10
"C. Data Analysis Transcription Speech samples were transcribed orthographically and analyzed using the computer program CLAN (MacWhinney, 1991).",2. Method,0,2f836dd9b1fc766206c6e75cb9b295eb5b647bef,489f1c42927dca534bc78c0754fa30ad51605d9a,3,True,3,142,126,4,0.754,0.0,2f836dd9b1fc766206c6e75cb9b295eb5b647bef>489f1c42927dca534bc78c0754fa30ad51605d9a
"Whereas Lorden used crude upper bounds for the Type I error probability that are too conservative for practical applications, Bartroff and Lai (2008) overcome this difficulty by developing numerical methods to compute the Type I error probability and also extended the three-stage test to multiparameter and multi-armed settings, thus greatly broadening the scope of these efficient adaptive designs. A review of their method is given in Section 2.1. In Section 4 we prove the asymptotic optimality of these adaptive tests in the multiparameter case, extending Lorden’s (1983) result for the special case d = 1. Another new addition to this asymptotic optimality theory of adaptive designs is related to the problem of trial extension considered in Section 2.2. As pointed out by Cui et al. (1999), the issue of increasing the maximum sample size sometimes arises after interim analysis in group sequential trials.",,0,c530edac57ffa39997801a600c486eb231a87a6d,21b324399af869ff28634117eaaeaccfd52d371c,6,False,3,798,126,4,0.7346,0.0,c530edac57ffa39997801a600c486eb231a87a6d>21b324399af869ff28634117eaaeaccfd52d371c
"Spatiotemporal evolution of theMEEMD trends of ocean surface chla in theNorth Atlantic 2014 and 2016, respectively. j, Spatial structure of chla increase based on the time-unvarying l boxes refer to the North Gulf Stream region, the subpolar gyre region, and the region near the
decomposition (MEEMD) method (Wu et al., 2009), which is based on ensemble empirical mode decomposition (EEMD) (Wu and Huang, 2009) and empirical mode decomposition (EMD) (Wu and Huang, 2004; Huang et al., 1998).",2.2. Methods,0,36698d2eeda6f7a639771efdf84d34a3220956a7,32cff1518a2d7983738e122cac208858b02f1d69,0,False,3,36,32,5,0.0,0.0,36698d2eeda6f7a639771efdf84d34a3220956a7>32cff1518a2d7983738e122cac208858b02f1d69
", 2008) and electrophysiological (Chen et al., 2014) studies have shown that multiple cortical areas are involved in integrating discrete contour fragments into global contours.",INTRODUCTION,1,0599e2ebb2aaf572a04b7ffb63146dd0e942fbf6,f2aa3b10e03add721416318b5e4ce7f5896d5dc4,1,False,3,52,33,4,0.6109,0.0,0599e2ebb2aaf572a04b7ffb63146dd0e942fbf6>f2aa3b10e03add721416318b5e4ce7f5896d5dc4
"To examine whether the histamine-stimulated and MST4-mediated parietal cell secretion depends on proton pump H,K-ATPase, aliquots of parietal cells were treated with omeprazole (Sigma, 100 nM), a H,K-ATPase inhibitor, as previously described (11).",EXPERIMENTAL PROCEDURES,0,21eff5d5f5555a0dcf67c538c65a5e07cc954c5f,a502f5919d1ca7d3d567e053d1f0032a6466d152,4,False,3,246,242,4,0.7414,0.0,21eff5d5f5555a0dcf67c538c65a5e07cc954c5f>a502f5919d1ca7d3d567e053d1f0032a6466d152
"Several sample preparation methods have been employed for the elemental analysis of wines, including direct dilution by factors ranging from one to 10, UV-assisted digestion, and open or closed vessel acid digestion assisted by microwave radiation [4,6–12].",1. Introduction,0,a7ecbb4b04344102d5b60b3a02fcdab476510a1d,7ea83ac623c5c7f5f7b38b3ca5d243b74fdef823,2,False,3,256,248,4,0.7765,0.0,a7ecbb4b04344102d5b60b3a02fcdab476510a1d>7ea83ac623c5c7f5f7b38b3ca5d243b74fdef823
"…the idea that the increased memory performance of scrbRNAi flies results from a failure to forget rather than increased consolidation, Thus, Scrb appears to function in
forgetting in ways similar to those reported for Rac1 and the dopamine receptor, Damb (Berry et al., 2012; Shuai et al., 2010).",RESULTS,2,5f3c84d9291c75d34690e626ff4af1b053e13ebc,1713695284c16e05d88b719c52f073dc9f5a0e06,6,True,3,295,277,4,0.6739,0.0,5f3c84d9291c75d34690e626ff4af1b053e13ebc>1713695284c16e05d88b719c52f073dc9f5a0e06
"These results are in accordance with previous studies suggesting that miR-let7a may act as a tumor suppressor (it is poorly expressed in lung and colon cancer) [38, 39] and its downregulation has been reported to have a prognostic impact on the survival of surgically treated lung cancer patients [38].",4. Discussion,2,340300238e998780678ad5f97c8e1807be13766d,560e28cb2e297629602a33fd6358703dfc8711a3,0,False,0,168,160,4,1.0,1.0,340300238e998780678ad5f97c8e1807be13766d>560e28cb2e297629602a33fd6358703dfc8711a3
"Two studies out of the seven reviewed [33,35] did not discuss any coping strategies.",Results,1,d93426ac252abbae0ac2a8078adee38445546652,e1ed37d5e98424311bc079f56c064d8d80177292,4,True,3,45,38,4,0.6086,0.0,d93426ac252abbae0ac2a8078adee38445546652>e1ed37d5e98424311bc079f56c064d8d80177292
Suspicion threshold was selected as the mean of the values obtained in the simulation of DSR in [41].,4.2 Setup,0,8673d4d5c0b71aed52661a102cefafb88d18df4d,aff90697871e8267fd656bcbc1c3edac419200c1,0,False,3,100,96,4,0.0,0.0,8673d4d5c0b71aed52661a102cefafb88d18df4d>aff90697871e8267fd656bcbc1c3edac419200c1
pclk-1::clk-1 ∆MTS (13-187)::gfp was generated by mutagenesis of the pclk-1::clk-1::gfp plasmid.,METHODS,0,a957bb986d6d80321c4de34334b68d080da651f3,de7f14901918ff72f5f27b00f60996e6fd513cf6,3,True,3,27,19,4,1.0,0.0,a957bb986d6d80321c4de34334b68d080da651f3>de7f14901918ff72f5f27b00f60996e6fd513cf6
"…in skeletal muscle is particularly interesting given that statin-induced muscle degeneration occurs preferentially in type II skeletal muscle fibers with a reduced effect observed in type I fibers (Reijneveld et al., 1996; Smith et al., 1991; Waclawik et al., 1993; Westwood et al., 2005).",DISCUSSION,1,9a3ee7ceeff72432b4a6dded572d71430b7746b7,77224e27beacf6b16ed71c08c42f8eea1755b5fa,0,False,3,264,243,4,0.7405,0.0,9a3ee7ceeff72432b4a6dded572d71430b7746b7>77224e27beacf6b16ed71c08c42f8eea1755b5fa
The results obtained by our mean field reconstruction gives the high quality reconstructed image as much as one reconstructed by Roth and Black’s simple gradient method.,4.2 Experiments,0,02a5e910adb79ac0ad1ef104580af5a4e977e2b0,dfcae80f4d34ac09ba8063c5cfb5be954d0bf5f1,5,True,3,143,129,1,0.0,0.0,02a5e910adb79ac0ad1ef104580af5a4e977e2b0>dfcae80f4d34ac09ba8063c5cfb5be954d0bf5f1
"Interestingly, expression of proinflammatory cytokines (tumor necrosis factor-a and macrophage inflammatory protein 1a) and macrophage markers (CD68 and EMR1) were not significantly changed between HF-PP and HF-CP despite the reduced adiposity and improved glucose tolerance, whereas they were significantly increased in HF-CP compared with LF-V consistent with other previous findings (28,29,46,47).",DISCUSSION,2,32c0ed77285ddd68f4e6637f3ea3ab154b768017,a1b72bdedc5fe96f582b87a319b3c6a4164a210d,0,False,3,399,386,4,0.0,0.0,32c0ed77285ddd68f4e6637f3ea3ab154b768017>a1b72bdedc5fe96f582b87a319b3c6a4164a210d
"Although it forms the largest ethnic minority group in the UK, the Asian community is not a culturally homogeneous group, a fact that has not been addressed in previous studies of childhood cancer in Asians (Stiller et al., 1991; Powell et al., 1994).",Discussion,1,c8a6684fd1e2c6305040b1f9847c8e5624929cb8,b9a41ab6cc7c80fe33e775f44fd86a6ebdf1e564,0,True,3,228,208,4,1.0,0.0,c8a6684fd1e2c6305040b1f9847c8e5624929cb8>b9a41ab6cc7c80fe33e775f44fd86a6ebdf1e564
"In the protocol for the pre-planned WSNs [19], every broker manages one vector per group, whose element has the number of multicast messages sent to other brokers.",,1,196ffc4b5d9d9ddcc6ed83b46c0ab341e3a32160,30dac067b7af072d7ecc86650abcc60cdf3d26c7,6,True,3,45,41,4,1.0,0.0,196ffc4b5d9d9ddcc6ed83b46c0ab341e3a32160>30dac067b7af072d7ecc86650abcc60cdf3d26c7
"Those exo mutants that are defective in succinoglycan production are also blocked in invasion of root nodules, implying that succinoglycan mediates invasion (57, 94, 103, 113).",,1,b4465f300d540ee0c4261522c64a9f7c7684ab9f,05ea19e2b660025765aac6249f47f9183d0472d8,1,True,3,175,157,4,1.0,0.0,b4465f300d540ee0c4261522c64a9f7c7684ab9f>05ea19e2b660025765aac6249f47f9183d0472d8
"In general, for this eigenvector to exist and then to be unique, it is sufficient that the web as a graph is strongly connected [27]2.",2 The PageRank problem,1,392cfeda1ebb488c1506c7040266621ddb79c67b,11cbcb67914899e182b0799296f718a12ae5f92f,2,True,3,132,128,4,1.0,0.0,392cfeda1ebb488c1506c7040266621ddb79c67b>11cbcb67914899e182b0799296f718a12ae5f92f
"This observation is in agreement with Luize, P.S. et al., who proposed that the loss of the hydroxyl group in neolignans isolated from P. regnellii resulted in the complete loss of activity against epimastigote forms of T. cruzi (Luize et al., 2006).",3. Results and discussion,2,2ce80745f00177b0e5e85ea11202e59fdf2c0573,1e143b3915abfcd86410d1c8f9069ee91d3fc602,1,False,3,248,230,4,0.7531,0.0,2ce80745f00177b0e5e85ea11202e59fdf2c0573>1e143b3915abfcd86410d1c8f9069ee91d3fc602
"K+ is the preferred cation for the symport of both neutral and basic amino acids, especially at pH 10 (Hennigan et al. 1993b).",Introduction,1,dfd88c4361d07c2d67bb82f714296b8d5324bdef,fbc1382e5d98a00c0324156195f81c1637e05692,0,False,3,124,103,4,1.0,0.0,dfd88c4361d07c2d67bb82f714296b8d5324bdef>fbc1382e5d98a00c0324156195f81c1637e05692
"The existing string matching approaches in [8], [10], and [4] were implemented.",4.4 Hardware Implementation Issues,0,026b7cae6eb1dfa570ddc4100135ff7b5023b6de,0b29c289bc5f0fa7e51090d1ad00654754b68b94,6,True,3,61,58,4,0.7223,0.0,026b7cae6eb1dfa570ddc4100135ff7b5023b6de>0b29c289bc5f0fa7e51090d1ad00654754b68b94
"This combination of questions about risk, benefit, and comfort relate to key attitudinal factors previously identified in the literature for nano-foods from a survey with a convenience sample in Switzerland (Siegrist et al. 2007).",Introduction,1,374ea9e57080f052207cf4670c270a0fab22aa94,020fbe47aa5d100ab9ab8a4f10bd44bebc07c31f,5,True,3,228,208,4,1.0,0.0,374ea9e57080f052207cf4670c270a0fab22aa94>020fbe47aa5d100ab9ab8a4f10bd44bebc07c31f
"We have also implemented two well-known information retrieval metrics, namely, Precision@K and NDCG [Croft et al. 2009], to evaluate the overall performance of the event detection task.",6.1. Experimental Settings,0,abcc6724bc625f8f710a2d455e9ac0577d84eea9,c029baf196f33050ceea9ecbf90f054fd5654277,0,False,3,118,101,4,0.0,0.0,abcc6724bc625f8f710a2d455e9ac0577d84eea9>c029baf196f33050ceea9ecbf90f054fd5654277
Holzmann describes in [4] his understanding of the economics of software verification.,4.5 Characteristics,1,94cf3ebcdc57aa4564042cd74d8711eab8448583,32eb0e7b4dcb4def7d9e4f8aed0aa8b7f7b88b85,0,False,3,25,22,4,1.0,0.0,94cf3ebcdc57aa4564042cd74d8711eab8448583>32eb0e7b4dcb4def7d9e4f8aed0aa8b7f7b88b85
"…logistic regression analyses, and those factors had previously been found to be associated with children vaccination coverage in the United States (Luman et al., 2004; Santibanez et al., 2006; Zhao and Luman, 2010): children race/ethnicity (non-Hispanic white only, non-Hispanic black only,…",Methods,1,fdf8e61876d6db8df40d8a809a6c8ec6e9f9541a,87feadcddffff7ef6a3f0cc4d48bd33fb05758da,0,False,3,167,149,4,1.0,0.0,fdf8e61876d6db8df40d8a809a6c8ec6e9f9541a>87feadcddffff7ef6a3f0cc4d48bd33fb05758da
"Specifically, the autonomous vehicle segmentation dataset KITTI (Ros et al. 2015) is used, augmented with 49 additional train images by (Kundu et al. 2014), leading to 149 train and 46 test images, and the CamVid dataset (Brostow, Fauqueur, and Cipolla 2009), split into 525 train and 175 test…",5 Results and discussion,0,06fb6be00b43ea9426f9fedb5bd819d3623c2f63,005cb5959175e4501dd5ddc96a22780788a9b219,2,True,3,80,65,4,0.7646,0.0,06fb6be00b43ea9426f9fedb5bd819d3623c2f63>005cb5959175e4501dd5ddc96a22780788a9b219
